,Rank,Word,Part of speech,Frequency,Dispersion,Know
3316,3316,tactic,n,8993.0,0.96,
3317,3317,identification,n,9793.0,0.88,
3318,3318,transformation,n,9561.0,0.9,
3319,3319,everyday,j,9065.0,0.95,
3320,3320,headline,n,9272.0,0.92,
3321,3321,crash,v,9101.0,0.94,
3322,3322,venture,n,9278.0,0.92,
3323,3323,invasion,n,9412.0,0.91,
3324,3324,military,n,9288.0,0.92,
3325,3325,nonetheless,r,9168.0,0.93,
3326,3326,adequate,j,9406.0,0.91,
3327,3327,piano,n,8968.0,0.95,
3328,3328,grocery,n,9017.0,0.95,
3329,3329,intensity,n,9238.0,0.92,
3330,3330,exhibit,v,9459.0,0.9,
3331,3331,high,r,8771.0,0.97,
3332,3332,blanket,n,9385.0,0.91,
3333,3333,margin,n,8994.0,0.95,
3334,3334,principal,j,9218.0,0.92,
3335,3335,quarterback,n,10014.0,0.85,
3336,3336,mouse,n,9449.0,0.9,
3337,3337,rope,n,9300.0,0.91,
3338,3338,concrete,j,8871.0,0.96,
3339,3339,prescription,n,9169.0,0.93,
3340,3340,African-American,j,9121.0,0.93,
3341,3341,chase,v,8980.0,0.95,
3342,3342,document,v,9274.0,0.91,
3343,3343,brick,n,9069.0,0.93,
3344,3344,recruit,v,9028.0,0.94,
3345,3345,patch,n,9155.0,0.93,
3346,3346,consensus,n,9250.0,0.92,
3347,3347,horror,n,8875.0,0.95,
3348,3348,recording,n,8866.0,0.95,
3349,3349,changing,j,9055.0,0.93,
3350,3350,painter,n,9153.0,0.92,
3351,3351,colonial,j,9628.0,0.88,
3352,3352,pie,n,9019.0,0.94,
3353,3353,sake,n,8954.0,0.94,
3354,3354,gaze,n,9852.0,0.86,
3355,3355,courage,n,8720.0,0.97,
3356,3356,pregnancy,n,8944.0,0.94,
3357,3357,swear,v,9181.0,0.92,
3358,3358,defeat,v,8945.0,0.94,
3359,3359,clue,n,8732.0,0.97,
3360,3360,reinforce,v,9345.0,0.9,
3361,3361,win,n,9584.0,0.88,0.0
3362,3362,confusion,n,8751.0,0.96,
3363,3363,slice,n,9337.0,0.9,
3364,3364,occupation,n,9115.0,0.92,
3365,3365,dear,j,9151.0,0.92,
3366,3366,coal,n,8928.0,0.94,
3367,3367,sacred,j,9018.0,0.93,
3368,3368,criminal,n,8854.0,0.95,
3369,3369,formula,n,8965.0,0.94,
3370,3370,cognitive,j,10166.0,0.83,
3371,3371,collective,j,9384.0,0.9,
3372,3372,exact,j,8643.0,0.97,
3373,3373,uncle,n,9355.0,0.9,
3374,3374,square,n,8906.0,0.94,
3375,3375,captain,n,9087.0,0.92,
3376,3376,sigh,v,10099.0,0.83,
3377,3377,attribute,v,9228.0,0.91,
3378,3378,dare,v,9033.0,0.93,
3379,3379,okay,j,9499.0,0.88,
3380,3380,homeless,j,9149.0,0.92,
3381,3381,cool,v,8980.0,0.93,
3382,3382,gallery,n,8963.0,0.93,
3383,3383,soccer,n,9212.0,0.91,
3384,3384,defendant,n,9230.0,0.91,
3385,3385,tunnel,n,9024.0,0.93,
3386,3386,fitness,n,9261.0,0.9,
3387,3387,lap,n,9260.0,0.9,
3388,3388,grave,n,8868.0,0.94,
3389,3389,toe,n,9047.0,0.92,
3390,3390,container,n,8956.0,0.93,
3391,3391,virtue,n,9111.0,0.91,
3392,3392,abroad,r,8788.0,0.95,
3393,3393,architect,n,8969.0,0.93,
3394,3394,dramatically,r,8712.0,0.95,
3395,3395,makeup,n,8916.0,0.93,
3396,3396,inquiry,n,9136.0,0.91,
3397,3397,rose,n,8988.0,0.92,
3398,3398,surprisingly,r,8704.0,0.95,
3399,3399,highlight,v,9119.0,0.91,
3400,3400,decrease,v,9291.0,0.89,
3401,3401,indication,n,8715.0,0.95,
3402,3402,rail,n,8826.0,0.93,
3403,3403,anniversary,n,8676.0,0.95,
3404,3404,couch,n,9209.0,0.89,
3405,3405,alliance,n,8948.0,0.92,
3406,3406,hypothesis,n,9890.0,0.83,
3407,3407,boyfriend,n,8755.0,0.94,
3408,3408,compose,v,8866.0,0.93,
3409,3409,peer,v,9099.0,0.9,
3410,3410,mess,n,8745.0,0.94,
3411,3411,rank,v,8879.0,0.92,
3412,3412,legend,n,8660.0,0.95,
3413,3413,regulate,v,8856.0,0.93,
3414,3414,adolescent,n,10568.0,0.78,
3415,3415,shine,v,8984.0,0.91,
3416,3416,norm,n,9360.0,0.88,
3417,3417,upset,v,8570.0,0.96,
3418,3418,remark,n,8453.0,0.97,
3419,3419,resign,v,8867.0,0.92,
3420,3420,reward,n,8662.0,0.94,
3421,3421,gentle,j,8766.0,0.93,
3422,3422,related,j,9227.0,0.89,
3423,3423,organ,n,8596.0,0.95,
3424,3424,lightly,r,8893.0,0.92,
3425,3425,concerning,i,9329.0,0.87,
3426,3426,invent,v,8461.0,0.96,
3427,3427,laughter,n,9019.0,0.9,
3428,3428,fit,j,8550.0,0.95,
3429,3429,northwest,n,8650.0,0.94,
3430,3430,counseling,n,9303.0,0.88,
3431,3431,tight,r,8980.0,0.91,
3432,3432,receiver,n,8882.0,0.92,
3433,3433,ritual,n,8883.0,0.92,
3434,3434,insect,n,8814.0,0.92,
3435,3435,interrupt,v,8757.0,0.93,
3436,3436,salmon,n,8860.0,0.92,
3437,3437,favor,n,8403.0,0.97,
3438,3438,trading,n,8787.0,0.93,
3439,3439,concern,v,8702.0,0.93,
3440,3440,magic,j,8506.0,0.95,
3441,3441,superior,j,8632.0,0.94,
3442,3442,combat,n,8675.0,0.94,
3443,3443,stem,n,8963.0,0.9,
3444,3444,surgeon,n,8519.0,0.95,
3445,3445,acceptable,j,8723.0,0.93,
3446,3446,physics,n,9184.0,0.88,
3447,3447,rape,n,8790.0,0.92,
3448,3448,counsel,n,9387.0,0.86,
3449,3449,brush,n,8821.0,0.92,
3450,3450,jeans,n,8851.0,0.91,
3451,3451,hunt,v,8812.0,0.92,
3452,3452,continuous,j,8996.0,0.9,
3453,3453,log,n,8606.0,0.94,
3454,3454,echo,v,8477.0,0.95,
3455,3455,pill,n,8537.0,0.94,
3456,3456,excited,j,8491.0,0.95,
3457,3457,sculpture,n,8659.0,0.93,
3458,3458,compound,n,8573.0,0.94,
3459,3459,integrate,v,9060.0,0.89,
3460,3460,flour,n,9103.0,0.88,
3461,3461,bitter,j,8353.0,0.96,
3462,3462,bare,j,8943.0,0.9,
3463,3463,slope,n,8573.0,0.94,
3464,3464,rent,v,8446.0,0.95,
3465,3465,presidency,n,8814.0,0.91,
3466,3466,serving,n,9453.0,0.85,
3467,3467,subtle,j,8442.0,0.95,
3468,3468,greatly,r,8648.0,0.93,
3469,3469,bishop,n,8639.0,0.93,
3470,3470,drinking,n,8446.0,0.95,
3471,3471,delay,v,8333.0,0.96,
3472,3472,cry,n,8648.0,0.93,
3473,3473,acceptance,n,8870.0,0.9,
3474,3474,collapse,n,8397.0,0.95,
3475,3475,shop,v,8509.0,0.94,
3476,3476,pump,n,8617.0,0.93,
3477,3477,candy,n,8633.0,0.93,
3478,3478,evil,n,8391.0,0.95,
3479,3479,final,n,8964.0,0.89,
3480,3480,finance,v,8571.0,0.93,
3481,3481,pleased,j,8502.0,0.94,
3482,3482,medal,n,8991.0,0.89,
3483,3483,beg,v,8542.0,0.93,
3484,3484,sponsor,v,8542.0,0.93,
3485,3485,ethical,j,9018.0,0.88,
3486,3486,secondary,j,9121.0,0.87,
3487,3487,slam,v,9076.0,0.88,
3488,3488,export,n,9013.0,0.88,
3489,3489,experimental,j,9019.0,0.88,
3490,3490,melt,v,8533.0,0.93,
3491,3491,midnight,n,8440.0,0.94,
3492,3492,net,j,8563.0,0.93,
3493,3493,curve,n,8397.0,0.95,
3494,3494,integrity,n,8463.0,0.94,
3495,3495,entitle,v,8381.0,0.95,
3496,3496,evident,j,8753.0,0.91,
3497,3497,logic,n,8646.0,0.92,
3498,3498,essence,n,8388.0,0.94,
3499,3499,park,v,8650.0,0.92,
3500,3500,exclude,v,8780.0,0.9,
3501,3501,harsh,j,8092.0,0.98,
3502,3502,closet,n,8597.0,0.92,
3503,3503,suburban,j,8463.0,0.93,
3504,3504,greet,v,8367.0,0.94,
3505,3505,favor,i,8357.0,0.94,
3506,3506,interior,n,8370.0,0.94,
3507,3507,corridor,n,8842.0,0.89,
3508,3508,murder,v,8462.0,0.93,
3509,3509,retail,j,8600.0,0.92,
3510,3510,pitcher,n,8835.0,0.89,
3511,3511,march,v,8267.0,0.95,
3512,3512,snake,n,8523.0,0.92,
3513,3513,pitch,v,8628.0,0.91,
3514,3514,excuse,v,8722.0,0.9,
3515,3515,cross,n,8207.0,0.96,
3516,3516,weakness,n,8275.0,0.95,
3517,3517,pig,n,8307.0,0.95,0.0
3518,3518,cold,n,8527.0,0.92,
3519,3519,classical,j,8475.0,0.93,
3520,3520,estimated,j,8464.0,0.93,
3521,3521,T-shirt,n,8386.0,0.94,
3522,3522,online,r,8729.0,0.9,
3523,3523,unemployment,n,8471.0,0.93,
3524,3524,civilization,n,8447.0,0.93,
3525,3525,fold,v,8630.0,0.91,
3526,3526,patient,j,8504.0,0.92,
3527,3527,pop,n,8316.0,0.94,
3528,3528,daily,r,8405.0,0.93,
3529,3529,reverse,v,8154.0,0.96,
3530,3530,missing,j,8232.0,0.95,
3531,3531,correlation,n,9584.0,0.82,
3532,3532,humanity,n,8259.0,0.95,
3533,3533,flash,v,8815.0,0.89,
3534,3534,developer,n,8671.0,0.9,
3535,3535,reliable,j,8302.0,0.94,
3536,3536,excitement,n,8160.0,0.96,
3537,3537,beef,n,8416.0,0.93,
3538,3538,Islam,n,8755.0,0.89,
3539,3539,Roman,j,8299.0,0.94,
3540,3540,stretch,n,8285.0,0.94,
3541,3541,architecture,n,8449.0,0.92,
3542,3542,occasional,j,8162.0,0.95,
3543,3543,administrative,j,8895.0,0.88,
3544,3544,elbow,n,8536.0,0.91,
3545,3545,deadly,j,8196.0,0.95,
3546,3546,Muslim,n,8498.0,0.91,
3547,3547,Hispanic,j,8690.0,0.89,
3548,3548,allegation,n,8675.0,0.89,
3549,3549,tip,v,8300.0,0.93,
3550,3550,confuse,v,8045.0,0.96,
3551,3551,airplane,n,8254.0,0.94,
3552,3552,monthly,j,8335.0,0.93,
3553,3553,duck,n,8335.0,0.93,
3554,3554,dose,n,8291.0,0.93,
3555,3555,Korean,j,8441.0,0.92,
3556,3556,plead,v,8140.0,0.95,
3557,3557,initiate,v,8630.0,0.9,
3558,3558,lecture,n,8278.0,0.93,
3559,3559,van,n,8364.0,0.92,
3560,3560,sixth,m,8170.0,0.95,
3561,3561,bay,n,8209.0,0.94,
3562,3562,mainstream,j,8170.0,0.94,
3563,3563,suburb,n,8249.0,0.93,
3564,3564,sandwich,n,8298.0,0.93,
3565,3565,unlike,j,8103.0,0.95,
3566,3566,trunk,n,8400.0,0.92,
3567,3567,rumor,n,8023.0,0.96,
3568,3568,implementation,n,9293.0,0.83,
3569,3569,swallow,v,8583.0,0.9,
3570,3570,motivate,v,8324.0,0.92,
3571,3571,render,v,8288.0,0.93,
3572,3572,longtime,j,8439.0,0.91,
3573,3573,trap,v,8030.0,0.96,
3574,3574,restrict,v,8340.0,0.92,
3575,3575,cloth,n,8287.0,0.93,
3576,3576,seemingly,r,8010.0,0.96,
3577,3577,legislative,j,8384.0,0.91,
3578,3578,effectiveness,n,8889.0,0.86,
3579,3579,enforce,v,8162.0,0.94,
3580,3580,lens,n,8313.0,0.92,
3581,3581,reach,n,7982.0,0.96,
3582,3582,inspector,n,8652.0,0.88,
3583,3583,lend,v,7961.0,0.96,
3584,3584,plain,j,8015.0,0.95,
3585,3585,fraud,n,8176.0,0.93,
3586,3586,companion,n,8136.0,0.94,
3587,3587,contend,v,8249.0,0.93,
3588,3588,nail,n,8255.0,0.92,
3589,3589,array,n,8167.0,0.93,
3590,3590,strict,j,8013.0,0.95,
3591,3591,assemble,v,7996.0,0.95,
3592,3592,frankly,r,8620.0,0.88,
3593,3593,rat,n,8177.0,0.93,
3594,3594,burst,v,8393.0,0.91,
3595,3595,hallway,n,8717.0,0.87,
3596,3596,cave,n,8261.0,0.92,
3597,3597,inevitable,j,7889.0,0.96,
3598,3598,southwest,n,8190.0,0.93,
3599,3599,monster,n,8164.0,0.93,
3600,3600,speed,v,7936.0,0.96,
3601,3601,protest,v,7871.0,0.96,
3602,3602,unexpected,j,7829.0,0.97,
3603,3603,obstacle,n,8075.0,0.94,
3604,3604,facilitate,v,8946.0,0.85,
3605,3605,encounter,n,8073.0,0.94,
3606,3606,rip,v,8164.0,0.93,
3607,3607,herb,n,8279.0,0.91,
3608,3608,overwhelming,j,7831.0,0.97,
3609,3609,integration,n,8847.0,0.85,
3610,3610,crystal,n,8035.0,0.94,
3611,3611,recession,n,8809.0,0.86,
3612,3612,wish,n,7789.0,0.97,
3613,3613,top,v,8162.0,0.92,
3614,3614,written,j,8371.0,0.9,
3615,3615,motive,n,8029.0,0.94,
3616,3616,label,v,7969.0,0.95,
3617,3617,flood,n,7986.0,0.94,
3618,3618,pen,n,8117.0,0.93,
3619,3619,ownership,n,8177.0,0.92,
3620,3620,nightmare,n,7895.0,0.95,
3621,3621,notice,n,7762.0,0.97,
3622,3622,inspection,n,8128.0,0.93,
3623,3623,supervisor,n,8049.0,0.93,
3624,3624,consult,v,7778.0,0.96,
3625,3625,arena,n,8008.0,0.94,
3626,3626,laugh,n,8164.0,0.92,0.0
3627,3627,diagnosis,n,8454.0,0.89,
3628,3628,possession,n,7828.0,0.96,
3629,3629,forgive,v,8003.0,0.93,
3630,3630,warm,v,7973.0,0.94,
3631,3631,consistently,r,8104.0,0.92,
3632,3632,basement,n,7988.0,0.94,
3633,3633,project,v,7871.0,0.95,
3634,3634,drift,v,8311.0,0.9,
3635,3635,drain,v,8123.0,0.92,
3636,3636,last,r,8415.0,0.89,
3637,3637,prosecution,n,8941.0,0.83,
3638,3638,maximum,j,8075.0,0.92,
3639,3639,announcement,n,7863.0,0.95,
3640,3640,warrior,n,7975.0,0.93,
3641,3641,prediction,n,7996.0,0.93,
3642,3642,bacteria,n,8256.0,0.9,
3643,3643,questionnaire,n,9123.0,0.82,
3644,3644,mud,n,8026.0,0.93,
3645,3645,infrastructure,n,7961.0,0.93,
3646,3646,hurry,v,8723.0,0.85,
3647,3647,privilege,n,7923.0,0.94,
3648,3648,temple,n,7949.0,0.94,
3649,3649,medium,j,8586.0,0.87,
3650,3650,outdoor,j,8101.0,0.92,
3651,3651,suck,v,8204.0,0.91,
3652,3652,and/or,c,8481.0,0.88,
3653,3653,broadcast,n,8130.0,0.91,
3654,3654,re,i,15773.0,0.47,
3655,3655,leap,v,8376.0,0.89,
3656,3656,random,j,7818.0,0.95,
3657,3657,past,r,7921.0,0.94,
3658,3658,wrist,n,8250.0,0.9,
3659,3659,curtain,n,8204.0,0.9,
3660,3660,monitor,n,7879.0,0.94,
3661,3661,pond,n,7971.0,0.93,
3662,3662,domain,n,8641.0,0.86,
3663,3663,guilt,n,7746.0,0.96,
3664,3664,cattle,n,7827.0,0.95,
3665,3665,subject,i,8087.0,0.91,
3666,3666,walking,n,7847.0,0.94,
3667,3667,playoff,n,8803.0,0.84,
3668,3668,minimum,j,8011.0,0.92,
3669,3669,fiscal,j,8005.0,0.92,
3670,3670,skirt,n,8167.0,0.9,
3671,3671,dump,v,7689.0,0.96,
3672,3672,hence,r,8468.0,0.87,
3673,3673,database,n,8094.0,0.91,
3674,3674,uncomfortable,j,7667.0,0.96,
3675,3675,aim,n,7973.0,0.92,
3676,3676,execute,v,7671.0,0.96,
3677,3677,limb,n,8018.0,0.92,
3678,3678,ideology,n,8485.0,0.87,
3679,3679,average,v,8106.0,0.91,
3680,3680,welcome,j,7798.0,0.94,
3681,3681,tune,v,7934.0,0.92,
3682,3682,continuing,j,7845.0,0.94,
3683,3683,harm,n,7619.0,0.96,
3684,3684,railroad,n,7796.0,0.94,
3685,3685,endure,v,7586.0,0.97,
3686,3686,radiation,n,7912.0,0.93,
3687,3687,horn,n,7813.0,0.94,
3688,3688,chronic,j,8036.0,0.91,
3689,3689,peaceful,j,7704.0,0.95,
3690,3690,innovation,n,8099.0,0.9,
3691,3691,strain,n,7713.0,0.95,
3692,3692,guitar,n,7712.0,0.95,
3693,3693,replacement,n,7734.0,0.94,
3694,3694,behave,v,7546.0,0.97,
3695,3695,administer,v,8135.0,0.9,
3696,3696,simultaneously,r,7960.0,0.92,
3697,3697,dancer,n,7664.0,0.95,
3698,3698,amendment,n,8132.0,0.9,
3699,3699,guard,v,7659.0,0.95,
3700,3700,pad,n,7846.0,0.93,
3701,3701,transmission,n,7829.0,0.93,
3702,3702,await,v,7550.0,0.96,
3703,3703,retired,j,7869.0,0.92,
3704,3704,trigger,v,7630.0,0.95,
3705,3705,spill,v,7798.0,0.93,
3706,3706,grateful,j,7597.0,0.96,
3707,3707,grace,n,7634.0,0.95,
3708,3708,virtual,j,7776.0,0.93,
3709,3709,response,i,7868.0,0.92,
3710,3710,colony,n,7822.0,0.93,
3711,3711,adoption,n,7986.0,0.91,
3712,3712,slide,n,7780.0,0.93,
3713,3713,indigenous,j,8785.0,0.83,
3714,3714,closed,j,7500.0,0.97,
3715,3715,convict,v,7940.0,0.91,
3716,3716,civilian,n,7889.0,0.92,
3717,3717,towel,n,7978.0,0.91,
3718,3718,modify,v,8997.0,0.8,
3719,3719,particle,n,7925.0,0.91,
3720,3720,award,v,7666.0,0.94,
3721,3721,glance,n,8122.0,0.89,
3722,3722,prize,n,7519.0,0.96,
3723,3723,landing,n,7646.0,0.94,
3724,3724,conduct,n,7821.0,0.92,
3725,3725,blue,n,7671.0,0.94,
3726,3726,boost,v,7863.0,0.92,
3727,3727,bat,n,7694.0,0.94,
3728,3728,alarm,n,7631.0,0.94,
3729,3729,festival,n,7775.0,0.92,
3730,3730,grip,n,7724.0,0.93,
3731,3731,weird,j,7709.0,0.93,
3732,3732,undermine,v,7762.0,0.92,
3733,3733,freshman,n,7849.0,0.91,
3734,3734,sweat,n,8036.0,0.89,
3735,3735,outer,j,7618.0,0.94,
3736,3736,European,n,7688.0,0.93,
3737,3737,drunk,j,7890.0,0.91,
3738,3738,survey,v,7556.0,0.95,
3739,3739,research,v,7618.0,0.94,
3740,3740,separation,n,7760.0,0.92,
3741,3741,traditionally,r,7717.0,0.93,
3742,3742,stuff,v,7687.0,0.93,
3743,3743,govern,v,7668.0,0.93,
3744,3744,hay,n,7589.0,0.94,
3745,3745,intelligent,j,7373.0,0.97,
3746,3746,wherever,r,7382.0,0.97,
3747,3747,ballot,n,9217.0,0.77,
3748,3748,rhetoric,n,7765.0,0.92,
3749,3749,convinced,j,7389.0,0.97,
3750,3750,driving,j,7438.0,0.96,
3751,3751,vitamin,n,8245.0,0.86,
3752,3752,enthusiasm,n,7368.0,0.97,
3753,3753,accommodate,v,7571.0,0.94,
3754,3754,praise,v,7379.0,0.96,
3755,3755,injure,v,7574.0,0.94,
3756,3756,wilderness,n,7916.0,0.9,
3757,3757,nearby,r,7545.0,0.94,
3758,3758,endless,j,7458.0,0.95,
3759,3759,mandate,n,7704.0,0.92,
3760,3760,pause,n,8140.0,0.87,
3761,3761,excuse,n,7388.0,0.96,
3762,3762,respectively,r,8223.0,0.86,
3763,3763,uncertainty,n,7671.0,0.92,
3764,3764,chaos,n,7304.0,0.97,
3765,3765,short,r,7495.0,0.95,
3766,3766,mechanical,j,7835.0,0.9,
3767,3767,canvas,n,7795.0,0.91,
3768,3768,forty,m,7692.0,0.92,
3769,3769,matter,d,7396.0,0.96,
3770,3770,lobby,n,7556.0,0.94,
3771,3771,profound,j,7477.0,0.95,
3772,3772,format,n,7910.0,0.9,
3773,3773,trait,n,7980.0,0.89,
3774,3774,currency,n,7753.0,0.91,
3775,3775,turkey,n,7757.0,0.91,
3776,3776,reserve,n,7585.0,0.93,
3777,3777,beam,n,7625.0,0.93,
3778,3778,abuse,v,7554.0,0.94,
3779,3779,astronomer,n,8157.0,0.87,
3780,3780,corruption,n,7518.0,0.94,
3781,3781,contractor,n,7634.0,0.92,
3782,3782,apologize,v,7485.0,0.94,
3783,3783,doctrine,n,8081.0,0.87,
3784,3784,genuine,j,7336.0,0.96,
3785,3785,thumb,n,7659.0,0.92,
3786,3786,unity,n,7810.0,0.9,
3787,3787,compromise,n,7469.0,0.94,
3788,3788,horrible,j,7538.0,0.93,
3789,3789,behavioral,j,8320.0,0.85,
3790,3790,exclusive,j,7402.0,0.95,
3791,3791,scatter,v,7461.0,0.94,
3792,3792,commonly,r,7861.0,0.89,
3793,3793,convey,v,7529.0,0.93,
3794,3794,rush,n,7458.0,0.94,
3795,3795,twist,v,7875.0,0.89,
3796,3796,complexity,n,7813.0,0.9,
3797,3797,fork,n,7742.0,0.91,
3798,3798,disk,n,7898.0,0.89,
3799,3799,relieve,v,7352.0,0.95,
3800,3800,suspicion,n,7187.0,0.97,
3801,3801,lock,n,7605.0,0.92,
3802,3802,finish,n,7585.0,0.92,0.0
3804,3803,residence,n,7332.0,0.95,
3805,3804,shame,n,7347.0,0.95,
3806,3805,meaningful,j,7719.0,0.9,
3807,3806,sidewalk,n,7668.0,0.91,
3808,3807,Olympics,n,8039.0,0.87,
3809,3808,technological,j,7780.0,0.9,
3810,3809,signature,n,7349.0,0.95,
3811,3810,pleasant,j,7425.0,0.94,
3812,3811,wow,u,8016.0,0.87,
3813,3812,suspend,v,7228.0,0.96,
3814,3813,rebel,n,7525.0,0.92,
3815,3814,frozen,j,7474.0,0.93,
3816,3815,desire,v,7454.0,0.93,
3817,3816,spouse,n,7510.0,0.93,
3818,3817,fluid,n,7464.0,0.93,
3819,3818,pension,n,7660.0,0.91,
3820,3819,resume,v,7243.0,0.96,
3821,3820,theoretical,j,8320.0,0.83,
3822,3821,sodium,n,7998.0,0.87,
3823,3822,blow,n,7324.0,0.95,
3824,3823,promotion,n,7416.0,0.94,
3825,3824,delicate,j,7332.0,0.95,
3826,3825,forehead,n,8123.0,0.85,
3827,3826,rebuild,v,7474.0,0.93,
3828,3827,bounce,v,7451.0,0.93,
3829,3828,electrical,j,7347.0,0.94,
3830,3829,hook,n,7382.0,0.94,
3831,3830,detective,n,7441.0,0.93,
3832,3831,traveler,n,7336.0,0.94,
3833,3832,click,v,7549.0,0.92,
3834,3833,compensation,n,7512.0,0.92,
3835,3834,signal,v,7171.0,0.97,
3836,3835,exit,n,7333.0,0.94,
3837,3836,attraction,n,7280.0,0.95,
3838,3837,dedicate,v,7226.0,0.96,
3839,3838,altogether,r,7147.0,0.97,
3840,3839,pickup,n,7415.0,0.93,
3841,3840,carve,v,7294.0,0.95,
3842,3841,needle,n,7378.0,0.94,
3843,3842,belly,n,7784.0,0.89,
3844,3843,ship,v,7264.0,0.95,
3845,3844,scare,v,7367.0,0.94,
3846,3845,portfolio,n,7663.0,0.9,
3847,3846,shuttle,n,7593.0,0.91,
3848,3847,invisible,j,7355.0,0.94,
3849,3848,timing,n,7345.0,0.94,
3850,3849,engagement,n,7675.0,0.9,
3851,3850,ankle,n,7397.0,0.93,
3852,3851,transaction,n,7418.0,0.93,
3853,3852,rescue,v,7187.0,0.96,
3854,3853,counterpart,n,7484.0,0.92,
3855,3854,historically,r,7426.0,0.92,
3856,3855,firmly,r,7189.0,0.95,
3857,3856,mild,j,7211.0,0.95,
3858,3857,rider,n,7450.0,0.92,
3859,3858,doll,n,7351.0,0.93,
3860,3859,noon,n,7425.0,0.92,
3861,3860,exhibit,n,7326.0,0.93,
3862,3861,amid,i,7264.0,0.94,
3863,3862,identical,j,7247.0,0.94,
3864,3863,precise,j,7211.0,0.95,
3865,3864,anxious,j,7096.0,0.96,
3866,3865,structural,j,7870.0,0.87,
3867,3866,residential,j,7415.0,0.92,
3868,3867,loud,r,7541.0,0.9,
3869,3868,diagnose,v,7255.0,0.94,
3870,3869,carbohydrate,n,8057.0,0.85,
3871,3870,liberty,n,7442.0,0.91,
3872,3871,poster,n,7069.0,0.96,
3873,3872,theology,n,7866.0,0.86,
3874,3873,nonprofit,j,7482.0,0.91,
3875,3874,crawl,v,7596.0,0.9,
3876,3875,oxygen,n,7191.0,0.94,
3877,3876,handsome,j,7512.0,0.9,
3878,3877,magic,n,7415.0,0.92,
3879,3878,sum,n,7217.0,0.94,
3880,3879,provided,c,7431.0,0.91,
3881,3880,businessman,n,7190.0,0.94,
3882,3881,promising,j,7075.0,0.96,
3883,3882,conscious,j,7152.0,0.95,
3884,3883,determination,n,7170.0,0.94,
3885,3884,donor,n,7231.0,0.94,
3886,3885,hers,p,7770.0,0.87,
3887,3886,pastor,n,7260.0,0.93,
3888,3887,jazz,n,7220.0,0.94,
3889,3888,opera,n,7332.0,0.92,
3890,3889,Japanese,n,7419.0,0.91,
3891,3890,bite,n,7160.0,0.94,
3892,3891,frame,v,7063.0,0.95,
3893,3892,evil,j,7045.0,0.96,
3894,3893,acquisition,n,7338.0,0.92,
3895,3894,pit,n,7132.0,0.94,
3896,3895,hug,v,7478.0,0.9,
3897,3896,wildlife,n,7361.0,0.91,
3898,3897,punish,v,6955.0,0.97,
3899,3898,giant,n,7102.0,0.95,
3900,3899,primary,n,7823.0,0.86,
3901,3900,equity,n,7277.0,0.92,
3902,3901,wrong,r,7038.0,0.95,
3903,3902,doorway,n,7914.0,0.85,
3904,3903,departure,n,7008.0,0.96,
3905,3904,elevator,n,7535.0,0.89,
3906,3905,teenage,j,7030.0,0.95,
3907,3906,guidance,n,7399.0,0.91,
3908,3907,happiness,n,7036.0,0.95,
3909,3908,statue,n,7058.0,0.95,
3910,3909,pursuit,n,7070.0,0.95,
3911,3910,repair,n,7088.0,0.95,
3912,3911,decent,j,6954.0,0.96,
3913,3912,gym,n,7229.0,0.93,
3914,3913,oral,j,7448.0,0.9,
3915,3914,clerk,n,7234.0,0.93,
3916,3915,Israeli,n,7673.0,0.87,
3917,3916,envelope,n,7241.0,0.92,
3918,3917,reporting,n,7184.0,0.93,
3919,3918,destination,n,7039.0,0.95,
3920,3919,fist,n,7729.0,0.86,
3921,3920,endorse,v,7167.0,0.93,
3922,3921,exploration,n,7294.0,0.92,
3923,3922,generous,j,6907.0,0.97,
3924,3923,bath,n,7149.0,0.93,
3925,3924,rescue,n,7094.0,0.94,
3926,3925,thereby,r,7588.0,0.88,
3927,3926,overall,r,7225.0,0.92,
3928,3927,indicator,n,7574.0,0.88,
3929,3928,sunlight,n,7349.0,0.91,
3930,3929,feedback,n,7735.0,0.86,
3931,3930,spectrum,n,7216.0,0.92,
3932,3931,purple,j,7216.0,0.92,
3933,3932,laser,n,7197.0,0.93,
3934,3933,bold,j,6936.0,0.96,
3935,3934,reluctant,j,6842.0,0.97,
3936,3935,starting,n,7118.0,0.93,
3937,3936,expertise,n,7219.0,0.92,
3938,3937,practically,r,6914.0,0.96,
3939,3938,program,v,7015.0,0.95,
3940,3939,picture,v,7103.0,0.93,
3941,3940,tune,n,6887.0,0.96,
3942,3941,eating,n,7067.0,0.94,
3943,3942,age,v,7005.0,0.95,
3944,3943,volunteer,v,6864.0,0.97,
3945,3944,hint,n,6951.0,0.95,
3946,3945,sharply,r,6966.0,0.95,
3947,3946,parade,n,7010.0,0.95,
3948,3947,advocate,v,7198.0,0.92,
3949,3948,realm,n,7261.0,0.91,
3950,3949,ban,n,7070.0,0.94,
3951,3950,strip,v,6894.0,0.96,
3952,3951,cancel,v,6932.0,0.95,
3953,3952,blend,v,7238.0,0.91,
3954,3953,therapist,n,7170.0,0.92,
3955,3954,slice,v,7316.0,0.9,
3956,3955,peel,v,7182.0,0.92,
3957,3956,pizza,n,7130.0,0.93,
3958,3957,recipient,n,7126.0,0.93,
3959,3958,hesitate,v,7462.0,0.88,
3960,3959,flip,v,7274.0,0.91,
3961,3960,accounting,n,7319.0,0.9,
